year,month,state,final co2 (kg),generation (mwh),index (g/kwh),datetime,quarter
2004,3,AL,5878792970.4896145,9497505.840000002,618.9828223879896,2004-03-01,1
2004,4,AL,5307762015.014794,9053433.9,586.2705878942568,2004-04-01,2
2004,5,AL,7075139316.405239,11607251.15,609.5447772236098,2004-05-01,2
2004,6,AL,7511974930.636374,12318165.91,609.8290107083299,2004-06-01,2
2004,7,AL,8312503994.429214,13731131.44,605.3764783151194,2004-07-01,3
2004,8,AL,7862477207.855255,13007018.81,604.479575428188,2004-08-01,3
2004,9,AL,6537251668.086871,11649266.45,561.1728168589424,2004-09-01,3
2004,10,AL,6881557624.932663,11093335.06,620.3326220395134,2004-10-01,4
2004,11,AL,6246387145.924156,10742148.400000004,581.4839744649361,2004-11-01,4
2004,12,AL,6678360540.9395275,12266648.95,544.432352157557,2004-12-01,4
2005,1,AL,7203241804.635779,12093785.73,595.6151337101438,2005-01-01,1
2005,2,AL,5927915666.83477,10184839.289999997,582.0333044091432,2005-02-01,1
2005,3,AL,6703897948.137363,11411958.040000001,587.4450225491157,2005-03-01,1
2005,4,AL,5535030580.554569,9583050.84,577.5854342179999,2005-04-01,2
2005,5,AL,6297893303.963737,10869417.740000002,579.4140454080787,2005-05-01,2
2005,6,AL,7394591177.34511,12177988.21,607.2095858389002,2005-06-01,2
2005,7,AL,7914761652.610106,13377982.63,591.6259477614605,2005-07-01,3
2005,8,AL,8445076452.115945,13646355.75,618.8521394890313,2005-08-01,3
2005,9,AL,7669018758.1915655,11960124.39,641.2156352323326,2005-09-01,3
2005,10,AL,6894081532.690626,10596526.98,650.5982144623979,2005-10-01,4
2005,11,AL,6621699711.976646,9885480.190000001,669.8409773432205,2005-11-01,4
2005,12,AL,7317932083.459243,12161071.22,601.7506148162532,2005-12-01,4
2006,1,AL,6203513555.147914,10550016.64,588.0098360819186,2006-01-01,1
2006,2,AL,5979938588.792859,10253951.33,583.1838280036833,2006-02-01,1
2006,3,AL,6312860813.262908,10319372.03,611.748543894963,2006-03-01,1
2006,4,AL,6081830421.469352,10309893.49,589.9023522763232,2006-04-01,2
2006,5,AL,7075319971.505255,11357391.980000002,622.9704833613794,2006-05-01,2
2006,6,AL,7873900378.479218,13106033.73,600.7843822693426,2006-06-01,2
2006,7,AL,8337328825.700938,14003648.569999998,595.3683273344911,2006-07-01,3
2006,8,AL,8689692568.73304,14477392.61,600.2249716382486,2006-08-01,3
2006,9,AL,7122756396.603072,11692917.74,609.1513303165573,2006-09-01,3
2006,10,AL,6878160792.978961,11342273.06,606.4181982389129,2006-10-01,4
2006,11,AL,6731402094.806331,11532302.020000001,583.6997750433811,2006-11-01,4
2006,12,AL,7350264320.544011,11950248.12,615.0721095273803,2006-12-01,4
2007,1,AL,6516292163.055923,11404464.840000002,571.3807929154808,2007-01-01,1
2007,2,AL,6722732298.361291,11039574.09,608.9666361722195,2007-02-01,1
2007,3,AL,6805085303.191175,10368018.18,656.3535272650511,2007-03-01,1
2007,4,AL,6826695399.073427,10357534.69,659.1042756211543,2007-04-01,2
2007,5,AL,7539559971.488599,11548450.240000002,652.8633552382694,2007-05-01,2
2007,6,AL,8020682135.023999,13389492.520000001,599.0280903509552,2007-06-01,2
2007,7,AL,8334215043.198161,14238719.69,585.3205361610825,2007-07-01,3
2007,8,AL,8839868783.150553,15299611.460000003,577.7838742024205,2007-08-01,3
2007,9,AL,7589540606.0577755,12654564.18,599.7472926055187,2007-09-01,3
2007,10,AL,6808807565.996328,11329931.309999997,600.957532724559,2007-10-01,4
2007,11,AL,6072594288.55747,10328889.24,587.9232652665631,2007-11-01,4
2007,12,AL,6844010930.356052,11867020.42,576.7253015610848,2007-12-01,4
2008,1,AL,7092824267.32369,12544281.49,565.4229198362552,2008-01-01,1
2008,2,AL,6153053105.4093485,11678662.720000003,526.8628140850485,2008-02-01,1
2008,3,AL,6556696104.447666,12003851.360000001,546.2160358213288,2008-03-01,1
2008,4,AL,6203513830.045733,10591392.600000001,585.7127635931212,2008-04-01,2
2008,5,AL,6813634924.190193,11364087.5,599.5760701587517,2008-05-01,2
2008,6,AL,7827094405.658149,13554484.239999998,577.4542407567217,2008-06-01,2
2008,7,AL,8413021323.912402,14167350.330000002,593.8316712686529,2008-07-01,3
2008,8,AL,7726398831.483203,13753933.699999997,561.7592028586851,2008-08-01,3
2008,9,AL,6928775793.569574,12103391.680000002,572.4656341592981,2008-09-01,3
2008,10,AL,6200137407.220711,11161302.840000002,555.5030175330957,2008-10-01,4
2008,11,AL,6214663476.035172,10609724.69,585.751624817625,2008-11-01,4
2008,12,AL,6148330918.017715,12337432.080000002,498.3477013814462,2008-12-01,4
2009,1,AL,6499646715.692472,13385269.29,485.5820659916266,2009-01-01,1
2009,2,AL,5772227003.94962,11068368.360000001,521.5065867169621,2009-02-01,1
2009,3,AL,5244449062.03918,11342374.45,462.37664654416164,2009-03-01,1
2009,4,AL,4522635335.965446,9976622.57,453.3232869373193,2009-04-01,2
2009,5,AL,5439010980.031149,11150913.099999998,487.7637312079089,2009-05-01,2
2009,6,AL,6108800364.193231,12019609.729999999,508.23616585038917,2009-06-01,2
2009,7,AL,6439529187.451039,12931790.53,497.9611425434247,2009-07-01,3
2009,8,AL,6899172825.849416,13386074.1,515.3992704888295,2009-08-01,3
2009,9,AL,6039943286.319527,12253565.450000001,492.9131289146153,2009-09-01,3
2009,10,AL,5267450019.286643,11615888.83,453.469389762285,2009-10-01,4
2009,11,AL,4953319215.592022,11420094.52,433.7371470014788,2009-11-01,4
2009,12,AL,5432103488.634163,12704984.729999997,427.5568687467572,2009-12-01,4
2010,1,AL,6754710503.001331,13792398.020000003,489.7415585894852,2010-01-01,1
2010,2,AL,5917859113.666179,12691845.73,466.2725374669503,2010-02-01,1
2010,3,AL,6002536582.063729,11738191.97,511.3680707731456,2010-03-01,1
2010,4,AL,5266575882.060856,10265559.77,513.0334828356716,2010-04-01,2
2010,5,AL,7051673788.017827,13037781.160000002,540.864561345178,2010-05-01,2
2010,6,AL,7810400533.001137,14300322.319999998,546.169544869471,2010-06-01,2
2010,7,AL,8187944793.071423,14458219.98,566.317624465375,2010-07-01,3
2010,8,AL,7725730956.16635,13794531.829999998,560.0574960699012,2010-08-01,3
2010,9,AL,6633599081.31134,12764415.190000001,519.6947124148928,2010-09-01,3
2010,10,AL,5598781109.398296,10991737.82,509.3626868729568,2010-10-01,4
2010,11,AL,5491441219.750859,10448468.85,525.5737753145389,2010-11-01,4
2010,12,AL,6677020126.0726185,13867039.440000003,481.50293038126796,2010-12-01,4
2011,1,AL,7160552101.401831,14177117.000000002,505.0781552696384,2011-01-01,1
2011,2,AL,5992046074.396385,12008838.0,498.96968169579645,2011-02-01,1
2011,3,AL,5903116615.08095,12346540.51,478.1190820456758,2011-03-01,1
2011,4,AL,4749763481.831607,10974661.610000001,432.7936159328749,2011-04-01,2
2011,5,AL,6591401360.913696,10659512.32,618.3586230813321,2011-05-01,2
2011,6,AL,7974826932.94068,14524561.24,549.058026687812,2011-06-01,2
2011,7,AL,8543891232.189582,15754328.979999999,542.3202246846557,2011-07-01,3
2011,8,AL,8462822319.886359,15715962.889999999,538.485766295059,2011-08-01,3
2011,9,AL,5980618281.957776,12666961.370000001,472.1430899854221,2011-09-01,3
2011,10,AL,5835259925.50243,11730483.15,497.4441249252747,2011-10-01,4
2011,11,AL,5587006384.780103,12497239.549999999,447.05923755619324,2011-11-01,4
2011,12,AL,5547905130.147786,13283003.280000003,417.66948431769,2011-12-01,4
2012,1,AL,5225955510.741231,13201659.68,395.85594822280945,2012-01-01,1
2012,2,AL,4520082965.922562,12049949.899999999,375.1121791736713,2012-02-01,1
2012,3,AL,4683018795.213843,11984837.570000002,390.7452869395745,2012-03-01,1
2012,4,AL,4723078953.241219,10219871.879999999,462.14659133683966,2012-04-01,2
2012,5,AL,5875424703.46137,12187927.330000002,482.0692267338428,2012-05-01,2
2012,6,AL,6922932360.556999,13751136.38,503.44438228580776,2012-06-01,2
2012,7,AL,8229130248.085559,15632079.219999999,526.425828085431,2012-07-01,3
2012,8,AL,7638451206.080722,15011724.5,508.8323600716708,2012-08-01,3
2012,9,AL,6179523356.580798,13010082.069999998,474.9795830135604,2012-09-01,3
2012,10,AL,5411949618.046961,11455175.229999999,472.44581679323306,2012-10-01,4
2012,11,AL,5766571209.734393,11529483.600000001,500.1586723046635,2012-11-01,4
2012,12,AL,5866912077.416155,12844760.369999997,456.75527673671627,2012-12-01,4
2013,1,AL,5369518086.434875,12877588.370000001,416.96612223946045,2013-01-01,1
2013,2,AL,5136646370.013331,12283578.94,418.1718044149543,2013-02-01,1
2013,3,AL,5555781970.004009,12536059.280000001,443.18408567736196,2013-03-01,1
2013,4,AL,5059552892.56544,10616079.41,476.5933540210246,2013-04-01,2
2013,5,AL,5543582531.357004,12053913.569999998,459.8989779679501,2013-05-01,2
2013,6,AL,6278368263.750167,13093439.710000003,479.50488204830674,2013-06-01,2
2013,7,AL,6362050900.412008,13720431.98,463.69173431899543,2013-07-01,3
2013,8,AL,6930705583.3449,14092384.540000003,491.80502871410425,2013-08-01,3
2013,9,AL,6205807057.123657,12553643.73,494.34309198160247,2013-09-01,3
2013,10,AL,5844958311.595087,11848996.15,493.287215018218,2013-10-01,4
2013,11,AL,5401830478.42032,11908049.520000001,453.62848628969414,2013-11-01,4
2013,12,AL,5433871885.619206,12988758.679999998,418.35190101624147,2013-12-01,4
2014,1,AL,6429747985.784641,14310367.3,449.30698499853605,2014-01-01,1
2014,2,AL,5454285533.617121,11351630.750000002,480.4847562203448,2014-02-01,1
2014,3,AL,5220440661.183543,11688394.490000002,446.63453698879584,2014-03-01,1
2014,4,AL,4387497782.532094,10818585.539999997,405.5518871954212,2014-04-01,2
2014,5,AL,6014418972.066636,12482550.709999999,481.8261196606536,2014-05-01,2
2014,6,AL,6623322433.394386,13077010.75,506.4859668632135,2014-06-01,2
2014,7,AL,7116505495.303402,13630661.88,522.0953727672835,2014-07-01,3
2014,8,AL,7215818650.566839,13732524.079999998,525.4546512010805,2014-08-01,3
2014,9,AL,5989284488.878096,12467945.04,480.3746302749259,2014-09-01,3
2014,10,AL,5031104364.905542,10952141.389999999,459.3717507609298,2014-10-01,4
2014,11,AL,5069250396.991974,12044410.470000003,420.87991019721306,2014-11-01,4
2014,12,AL,5325643692.517028,12786805.739999998,416.49523741939856,2014-12-01,4
2015,1,AL,5518122824.555501,13558878.139999999,406.9748815188851,2015-01-01,1
2015,2,AL,5364734198.525089,12241531.25,438.24045284572463,2015-02-01,1
2015,3,AL,4623090544.285372,11692032.58,395.4052054382294,2015-03-01,1
2015,4,AL,4143127114.5743365,10328426.180000002,401.1382801570583,2015-04-01,2
2015,5,AL,5755199981.131051,12312890.31,467.41259251346736,2015-05-01,2
2015,6,AL,6863432688.3365345,13776978.920000002,498.1812578934057,2015-06-01,2
2015,7,AL,7362941370.784148,15029462.05,489.90052646522685,2015-07-01,3
2015,8,AL,6890373834.637061,14174493.62,486.11075777090525,2015-08-01,3
2015,9,AL,6176913047.196018,12894223.790000003,479.0449698869401,2015-09-01,3
2015,10,AL,5082588425.254884,12263424.13,414.4510025402574,2015-10-01,4
2015,11,AL,4582681760.4078,11684927.459999997,392.18743771369554,2015-11-01,4
2015,12,AL,4641978466.273323,12523370.249999998,370.6652740921178,2015-12-01,4
2016,1,AL,4528788344.558463,12942798.929999998,349.907958012175,2016-01-01,1
2016,2,AL,4060997470.2038817,11433653.22,355.1793457492916,2016-02-01,1
2016,3,AL,4231672840.7999835,11060183.470000003,382.604217396403,2016-03-01,1
2016,4,AL,3513147314.809169,9631223.429999998,364.7664640263848,2016-04-01,2
2016,5,AL,4365187096.289369,11120913.260000002,392.52055961898293,2016-05-01,2
2016,6,AL,5358433715.693379,12473612.14,429.58155629275313,2016-06-01,2
2016,7,AL,6461426533.942792,13883189.430000002,465.4136980930607,2016-07-01,3
2016,8,AL,6365800153.868442,14065664.030000001,452.57729320785154,2016-08-01,3
2016,9,AL,5850795925.321991,12968373.24,451.15881668763495,2016-09-01,3
2016,10,AL,5021008234.77587,10307645.66,487.114943644257,2016-10-01,4
2016,11,AL,4530686190.19194,10676013.96,424.3799424735803,2016-11-01,4
2016,12,AL,4731345937.23598,11829458.1,399.9630327306354,2016-12-01,4
2017,1,AL,4123798238.716497,10938347.099999998,377.00378320564516,2017-01-01,1
2017,2,AL,4004106711.44654,9913670.31,403.89750579132783,2017-02-01,1
2017,3,AL,4407925518.258112,10792499.009999998,408.4249175444782,2017-03-01,1
2017,4,AL,4114096715.0321636,11052571.32,372.2298274237387,2017-04-01,2
2017,5,AL,4555153662.4072695,11773192.35,386.9089646197167,2017-05-01,2
2017,6,AL,4998230507.940406,12119465.74,412.41343596887015,2017-06-01,2
2017,7,AL,6347414043.86423,14159797.560000002,448.27011240577576,2017-07-01,3
2017,8,AL,5709718036.084725,13455461.82,424.34203392394045,2017-08-01,3
2017,9,AL,4204976392.537834,11488241.23,366.0243816570549,2017-09-01,3
2017,10,AL,4245334517.9941483,10979410.240000002,386.663256513325,2017-10-01,4
2017,11,AL,3797213318.61441,10767718.93,352.64788608430086,2017-11-01,4
2017,12,AL,4532174775.867501,11712455.399999999,386.95342872917166,2017-12-01,4
2001,1,AK,354263273.22999996,590145.0,600.2986947784018,2001-01-01,1
2001,2,AK,361549488.035,546167.0,661.9760769782869,2001-02-01,1
2001,3,AK,390256420.7699999,587115.0,664.7018399632097,2001-03-01,1
2001,4,AK,303032351.32500005,488698.0,620.0810138879227,2001-04-01,2
2001,5,AK,300430974.2199999,484687.0,619.845331564494,2001-05-01,2
2001,6,AK,293651324.85499996,488004.0,601.7395858538044,2001-06-01,2
2001,7,AK,349973451.5949999,553925.0,631.8065651396848,2001-07-01,3
2001,8,AK,398742274.76,586796.0,679.524527706392,2001-08-01,3
2001,9,AK,370216265.895,640166.0,578.3129155484671,2001-09-01,3
2001,10,AK,356180736.4499999,579703.0,614.4193430946535,2001-10-01,4
2001,11,AK,345805990.68499994,564436.0,612.6575744371371,2001-11-01,4
2001,12,AK,367936066.235,633924.0,580.4103744849541,2001-12-01,4
2002,1,AK,355956545.7099999,646618.0,550.4896951677805,2002-01-01,1
2002,2,AK,307968880.60999995,550132.0,559.8090651152813,2002-02-01,1
2002,3,AK,338902934.305,585608.0,578.7197823544077,2002-03-01,1
2002,4,AK,293217495.88,539384.0,543.6154870741439,2002-04-01,2
2002,5,AK,297552747.16,530593.0,560.7928245566753,2002-05-01,2
2002,6,AK,307575400.43999994,524325.0,586.6121211843798,2002-06-01,2
2002,7,AK,314379853.9499999,531314.0,591.7025599739512,2002-07-01,3
2002,8,AK,306697299.8900001,507302.0,604.5655248550175,2002-08-01,3
2002,9,AK,314747167.74999994,539958.0,582.910462943414,2002-09-01,3
2002,10,AK,335812912.275,578506.0,580.4830239876509,2002-10-01,4
2002,11,AK,306392444.74000007,584503.0,524.1931089147533,2002-11-01,4
2002,12,AK,350198696.55,649079.0,539.5317003785364,2002-12-01,4
2003,1,AK,332305561.83000004,609408.0,545.2924179367518,2003-01-01,1
2003,2,AK,296063017.6749999,539877.0,548.389758546854,2003-02-01,1
2003,3,AK,290756045.6050001,557686.0,521.3615647604568,2003-03-01,1
2003,4,AK,261421489.15999994,489725.0,533.8128320179692,2003-04-01,2
2003,5,AK,264229148.56,479761.0,550.7516212447448,2003-05-01,2
2003,6,AK,259326682.23499995,457662.0,566.6336340683735,2003-06-01,2
2003,7,AK,263846791.72,492110.0,536.1540950600476,2003-07-01,3
2003,8,AK,253069646.74,472272.0,535.8557076007047,2003-08-01,3
2003,9,AK,280110394.18999994,502055.0,557.9277055103523,2003-09-01,3
2003,10,AK,304735376.65,540416.0,563.8903671430897,2003-10-01,4
2003,11,AK,308366178.625,566109.0,544.7116697049509,2003-11-01,4
2003,12,AK,360483687.32500005,631657.0,570.6953098358762,2003-12-01,4
2004,1,AK,348319912.78994983,630134.1100000001,552.7710804132628,2004-01-01,1
2004,2,AK,311872870.62015,566723.5200000001,550.3086771838056,2004-02-01,1
2004,3,AK,280437834.98774976,548702.6000000001,511.09259367050515,2004-03-01,1
2004,4,AK,253939696.12025002,484846.30000000005,523.7529834098971,2004-04-01,2
2004,5,AK,276366124.01334995,493887.87999999995,559.572597759131,2004-05-01,2
2004,6,AK,290344185.93210006,500427.06,580.192817574853,2004-06-01,2
2004,7,AK,299055948.98515,556775.78,537.1209735185499,2004-07-01,3
2004,8,AK,287693690.4043501,549458.31,523.5951211737066,2004-08-01,3
2004,9,AK,279867619.39715,524070.59,534.026569583212,2004-09-01,3
2004,10,AK,267757011.77,521297.93999999994,513.6352769205265,2004-10-01,4
2004,11,AK,273637591.07485,543032.3700000001,503.9065922991846,2004-11-01,4
2004,12,AK,322816672.17415005,607360.4600000002,531.5075534784565,2004-12-01,4
2005,1,AK,334484173.5898,627252.9500000001,533.2524519650325,2005-01-01,1
2005,2,AK,269431718.51180017,525352.46,512.858964269055,2005-02-01,1
2005,3,AK,276613332.9956499,536080.7300000001,515.9919346394895,2005-03-01,1
2005,4,AK,251691886.66900003,492110.8699999999,511.45362155686604,2005-04-01,2
2005,5,AK,255025968.39624992,497436.52,512.6804288439657,2005-05-01,2
2005,6,AK,272606400.44659996,496889.3999999999,548.6259124195445,2005-06-01,2
2005,7,AK,312515755.0868501,562444.38,555.6385061343312,2005-07-01,3
2005,8,AK,331236618.649,568033.2799999999,583.1288945763882,2005-08-01,3
2005,9,AK,278453819.9041,498942.92,558.0875261324481,2005-09-01,3
2005,10,AK,305564015.14475,558525.6000000001,547.0904380117044,2005-10-01,4
2005,11,AK,304397179.8785501,576349.82,528.1465688295871,2005-11-01,4
2005,12,AK,339389645.2946501,637239.61,532.593454594968,2005-12-01,4
2006,1,AK,347520246.0758499,630042.9999999999,551.5817905696118,2006-01-01,1
2006,2,AK,296892638.0719999,538522.11,551.3100252689716,2006-02-01,1
2006,3,AK,309811011.90790004,571127.82,542.4547729226359,2006-03-01,1
2006,4,AK,285743295.7159002,528834.6,540.3264001937472,2006-04-01,2
2006,5,AK,288110523.85879993,523194.49,550.6757608605549,2006-05-01,2
2006,6,AK,297134258.41225,516810.94999999995,574.9380085933744,2006-06-01,2
2006,7,AK,330834756.9109,563276.9900000001,587.339377933581,2006-07-01,3
2006,8,AK,331208052.70955,558796.19,592.7170919142274,2006-08-01,3
2006,9,AK,279403739.82765,468706.18,596.1170382427003,2006-09-01,3
2006,10,AK,305908695.8719,555948.3500000001,550.2466117075444,2006-10-01,4
2006,11,AK,331846011.9268001,610214.01,543.8190642768102,2006-11-01,4
2006,12,AK,334263070.3647001,608722.12,549.1225953226409,2006-12-01,4
2007,1,AK,335447989.7949999,617620.2100000001,543.1298787891022,2007-01-01,1
2007,2,AK,284771526.075,552262.0,515.6457009082645,2007-02-01,1
2007,3,AK,345323340.5350001,640161.4499999998,539.4316395262479,2007-03-01,1
2007,4,AK,287530427.87000006,539006.9599999998,533.4447404352629,2007-04-01,2
2007,5,AK,277893119.59000003,532212.06,522.1473553041997,2007-05-01,2
2007,6,AK,264694399.23,510920.29999999993,518.0737567679344,2007-06-01,2
2007,7,AK,290491392.40000004,549454.79,528.690253842359,2007-07-01,3
2007,8,AK,306908326.96500003,542607.4899999999,565.6175644847809,2007-08-01,3
2007,9,AK,318584817.45000005,515075.06999999995,618.5211360549833,2007-09-01,3
2007,10,AK,347029603.83000016,578652.85,599.7198559205233,2007-10-01,4
2007,11,AK,342810031.61499995,583380.72,587.6266044839465,2007-11-01,4
2007,12,AK,336857124.34999996,660037.7999999999,510.36035261919847,2007-12-01,4
2008,1,AK,362311001.29000014,671881.13,539.2486633610325,2008-01-01,1
2008,2,AK,331844857.46999997,626648.93,529.5546542623155,2008-02-01,1
2008,3,AK,311693699.525,592207.27,526.3253514685829,2008-03-01,1
2008,4,AK,282132292.51000005,537506.87,524.8905795566856,2008-04-01,2
2008,5,AK,289855400.2599999,507442.3,571.2085891538799,2008-05-01,2
2008,6,AK,258646608.15499994,483768.62,534.649411851062,2008-06-01,2
2008,7,AK,296443370.155,502082.0399999999,590.4281502580734,2008-07-01,3
2008,8,AK,296460409.5599998,503740.5,588.5181151009295,2008-08-01,3
2008,9,AK,297395165.5950001,512875.12,579.8588272228922,2008-09-01,3
2008,10,AK,308406787.65999997,583244.4199999999,528.7779481199323,2008-10-01,4
2008,11,AK,322782967.6500001,578607.08,557.8621119707007,2008-11-01,4
2008,12,AK,364433589.3499999,674830.1000000001,540.0375433016397,2008-12-01,4
2009,1,AK,374638355.34500015,656593.27,570.5790364634718,2009-01-01,1
2009,2,AK,304113384.79,559764.85,543.2877480427719,2009-02-01,1
2009,3,AK,323827847.8299999,578647.88,559.6285046961547,2009-03-01,1
2009,4,AK,295080392.03499997,541501.0700000001,544.9303951236882,2009-04-01,2
2009,5,AK,275182666.2250001,486910.31000000006,565.1608942620255,2009-05-01,2
2009,6,AK,271016032.95500004,484502.14999999997,559.3701347971315,2009-06-01,2
2009,7,AK,287556755.8299999,505306.16000000003,569.0743129472237,2009-07-01,3
2009,8,AK,269447756.57,491108.48000000004,548.652217469346,2009-08-01,3
2009,9,AK,260311012.44999996,486671.34,534.8805057022671,2009-09-01,3
2009,10,AK,275932084.81,571264.12,483.0201567884221,2009-10-01,4
2009,11,AK,326884751.53500015,636721.76,513.3871214563173,2009-11-01,4
2009,12,AK,359779659.1150001,703168.04,511.6553066248576,2009-12-01,4
2010,1,AK,356956078.2399999,677144.58,527.1489852876027,2010-01-01,1
2010,2,AK,307069434.39500004,557646.9800000001,550.652017150707,2010-02-01,1
2010,3,AK,316753594.2599999,601756.36,526.3817972110837,2010-03-01,1
2010,4,AK,292647600.8549999,561285.18,521.3884336924767,2010-04-01,2
2010,5,AK,268322707.76499993,529414.48,506.8291818633293,2010-05-01,2
2010,6,AK,242760075.50499985,507580.11000000004,478.2694804668367,2010-06-01,2
2010,7,AK,261460911.96999988,513857.76000000007,508.8196234888033,2010-07-01,3
2010,8,AK,273759859.8350001,517791.8,528.7064411506711,2010-08-01,3
2010,9,AK,262207394.34499994,494613.37999999995,530.1259629187548,2010-09-01,3
2010,10,AK,299722327.8549998,554955.66,540.0833786522688,2010-10-01,4
2010,11,AK,281522840.3350001,574437.85,490.08407147091737,2010-11-01,4
2010,12,AK,360046046.59999996,669091.6200000001,538.1117261638994,2010-12-01,4
2011,1,AK,356848167.98000014,679391.0700000001,525.2470686433958,2011-01-01,1
2011,2,AK,316527763.855,611144.58,517.9261572687105,2011-02-01,1
2011,3,AK,313168851.935,638541.8800000001,490.44371519531336,2011-03-01,1
2011,4,AK,297323101.04999983,531021.28,559.9080719514665,2011-04-01,2
2011,5,AK,268389675.53000003,521216.6,514.929254996867,2011-05-01,2
2011,6,AK,264200765.17999992,495319.03,533.3951436915313,2011-06-01,2
2011,7,AK,283056084.87,511955.1,552.8924018336764,2011-07-01,3
2011,8,AK,293606892.48499984,493928.51,594.4319603762087,2011-08-01,3
2011,9,AK,290365899.8149999,510223.95,569.0950019398342,2011-09-01,3
2011,10,AK,307075799.6499998,559960.08,548.3887345147887,2011-10-01,4
2011,11,AK,332196776.1400002,642869.4800000001,516.7406238354948,2011-11-01,4
2011,12,AK,341370071.05999976,675461.2799999999,505.3880676328328,2011-12-01,4
2012,1,AK,350072016.665,723622.68,483.77701022997235,2012-01-01,1
2012,2,AK,297208238.8949999,602622.0100000001,493.19180840241773,2012-02-01,1
2012,3,AK,328901413.8049999,638325.28,515.2567571896884,2012-03-01,1
2012,4,AK,284291112.56500006,532985.24,533.3939689680714,2012-04-01,2
2012,5,AK,286024394.15,529335.39,540.3462522126094,2012-05-01,2
2012,6,AK,266878732.34500006,498288.77,535.590501758649,2012-06-01,2
2012,7,AK,307179338.2099999,488112.29000000004,629.3210486668956,2012-07-01,3
2012,8,AK,310672102.7150001,533850.1299999999,581.9462902725155,2012-08-01,3
2012,9,AK,284366525.6800002,531192.7000000001,535.3359066869709,2012-09-01,3
2012,10,AK,283566581.9499999,622695.77,455.38543155672943,2012-10-01,4
2012,11,AK,308526986.56500024,620908.2400000001,496.8962669347087,2012-11-01,4
2012,12,AK,310845107.12,612178.29,507.7689166664175,2012-12-01,4
2013,1,AK,365661188.83000016,640200.2599999999,571.1668858584972,2013-01-01,1
2013,2,AK,292522745.07000005,541444.89,540.2631929354806,2013-02-01,1
2013,3,AK,304228696.3349999,551050.3600000001,552.0887352927233,2013-03-01,1
2013,4,AK,269521211.90500003,510575.29000000004,527.8775083396614,2013-04-01,2
2013,5,AK,264392900.92999998,506673.11,521.821457882381,2013-05-01,2
2013,6,AK,257933682.72999996,463204.41,556.8463450725782,2013-06-01,2
2013,7,AK,263501994.83999994,497318.14999999997,529.8459242639746,2013-07-01,3
